Restaurant Name,Item Name,Category,Price,Timing,Mobile No
Bommarillu Family Restaurant,Fish Curry (Bones),Fish Items,250,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Fish Fry (Boneless),Fish Items,250,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Apollo Fish (Boneless),Fish Items,250,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Fish Biryani (Boneless),Fish Items,300,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Omelette,Egg Items,60,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Egg Fry,Egg Items,100,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Egg Burji,Egg Items,120,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Egg Curry,Egg Items,120,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Egg Tomato,Egg Items,120,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Egg Keema,Egg Items,140,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Egg Chilli,Egg Items,160,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Egg 65,Egg Items,160,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Egg Manchurian,Egg Items,160,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Egg Biryani,Egg Items,200,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Tomato Curry,Veg Curry,100,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Palak Curry,Veg Curry,120,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Kaju Tomato Curry,Veg Curry,200,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Mushroom Curry,Veg Curry,200,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Kaju Curry,Veg Curry,250,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Veg Mix Curry,Veg Curry,200,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Veg Maharani,Veg Curry,200,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Veg Fry Poori,Veg Curry,190,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Paneer Butter Masala,Veg Curry,200,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Paneer Dal Fry Curry,Veg Curry,200,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Palak Paneer,Veg Curry,200,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Paneer Keema,Veg Curry,200,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Veg Malai Kofta,Veg Curry,250,11:30 AM - 9:00 PM,7330947909
Bommarillu Family Restaurant,Methi Chaman,Veg Curry,200,11:30 AM - 9:00 PM,7330947909
KV Fast Food,Veg Manchuria,Veg,60,12:00 PM - 9:00 PM,7330947909
KV Fast Food,Egg Manchuria,Egg,70,12:00 PM - 9:00 PM,7330947909
KV Fast Food,Chicken Lollipop,Chicken,120,12:00 PM - 9:00 PM,7330947909
KV Fast Food,Chicken Fried Rice,Rice,70,12:00 PM - 9:00 PM,7330947909
KV Fast Food,Egg Fried Rice,Rice,60,12:00 PM - 9:00 PM,7330947909
KV Fast Food,Veg Fried Rice,Rice,50,12:00 PM - 9:00 PM,7330947909
KV Fast Food,Veg Gobi Fried Rice,Rice,60,12:00 PM - 9:00 PM,7330947909
KV Fast Food,Jeera Rice,Rice,50,12:00 PM - 9:00 PM,7330947909
KV Fast Food,Veg Noodles,Noodles,50,12:00 PM - 9:00 PM,7330947909
KV Fast Food,Egg Noodles,Noodles,60,12:00 PM - 9:00 PM,7330947909
KV Fast Food,Chicken Noodles,Noodles,70,12:00 PM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Chicken Palav,Rice,100,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Chicken Fried Rice,Rice,70,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Egg Fried Rice,Rice,60,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Veg Fried Rice,Rice,50,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Veg Manchuria,Veg,60,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Egg Manchuria,Egg,70,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Chicken Manchuria,Chicken,100,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Veg Noodles,Noodles,50,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Egg Noodles,Noodles,60,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Chicken Noodles,Noodles,70,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Gobi Rice,Rice,60,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Egg Gobi Rice,Rice,70,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Gobi Noodles,Noodles,60,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Egg Gobi Noodles,Noodles,70,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Flashman Chicken Fried Rice,Rice,80,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Flashman Egg Fried Rice,Rice,70,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Porata,Bread,50,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Egg Porata,Bread,100,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Chapati,Bread,60,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Egg Chapati,Bread,100,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Special Chicken Fried Rice,Rice,100,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Special Chicken Noodles,Noodles,100,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Jeera Rice,Rice,70,6:00 AM - 9:00 PM,7330947909
Sri Venkateshwara Fast Food Centre,Tomato Rice,Rice,70,6:00 AM - 9:00 PM,7330947909
Hasini Fast Food Centre,Chicken Fried Rice,Rice,70,1:00 PM - 9:00 PM,7330947909
Hasini Fast Food Centre,Egg Fried Rice,Rice,60,1:00 PM - 9:00 PM,7330947909
Hasini Fast Food Centre,Veg Fried Rice,Rice,50,1:00 PM - 9:00 PM,7330947909
Hasini Fast Food Centre,Flashman Fried Rice,Rice,80,1:00 PM - 9:00 PM,7330947909
Hasini Fast Food Centre,Chicken Noodles,Noodles,70,1:00 PM - 9:00 PM,7330947909
Hasini Fast Food Centre,Egg Noodles,Noodles,60,1:00 PM - 9:00 PM,7330947909
Hasini Fast Food Centre,Veg Noodles,Noodles,50,1:00 PM - 9:00 PM,7330947909
Hasini Fast Food Centre,Veg Manchuria,Veg,60,1:00 PM - 9:00 PM,7330947909
Hasini Fast Food Centre,Egg Manchuria,Egg,70,1:00 PM - 9:00 PM,7330947909
Hasini Fast Food Centre,Chicken Manchuria,Chicken,110,1:00 PM - 9:00 PM,7330947909
Hasini Fast Food Centre,Manchuria Rice,Rice,70,1:00 PM - 9:00 PM,7330947909
Hasini Fast Food Centre,Manchuria Noodles,Noodles,70,1:00 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Fry,Non-Veg Snacks,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Liver Fry,Non-Veg Snacks,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Roast,Non-Veg Snacks,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chilli Chicken,Non-Veg Snacks,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken 65,Non-Veg Snacks,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Manchuria,Non-Veg Snacks,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken 85 (Bones),Non-Veg Snacks,220,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken 85 (Boneless),Non-Veg Snacks,240,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Majestic,Non-Veg Snacks,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken 555,Non-Veg Snacks,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Kaju Chicken,Non-Veg Snacks,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Pepper Chicken,Non-Veg Snacks,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Ginger Chicken,Non-Veg Snacks,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Lemon Chicken,Non-Veg Snacks,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Fried Wings (6 pcs),Non-Veg Snacks,300,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Fried Wings (3 pcs),Non-Veg Snacks,170,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Lollipop (6 pcs),Non-Veg Snacks,300,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Lollipop (3 pcs),Non-Veg Snacks,170,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Biryani Rice,Rice & Biryani,130,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Biryani (Bones),Rice & Biryani,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Biryani (Boneless),Rice & Biryani,230,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Mughlai Biryani (Bones),Rice & Biryani,260,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Mughlai Biryani (Boneless),Rice & Biryani,270,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Fried Wings Biryani,Rice & Biryani,300,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Pepper Chicken Biryani,Rice & Biryani,300,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Neelima Special Biryani,Rice & Biryani,300,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Curry (Bones),Chicken Curry,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Curry (Boneless),Chicken Curry,220,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Mughlai Curry (Bones),Chicken Curry,230,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Mughlai Curry (Boneless),Chicken Curry,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Butter Chicken Curry,Chicken Curry,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Kadai Chicken Curry,Chicken Curry,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Kaju Curry (Boneless),Chicken Curry,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Natu Kodi Fry,Natu Kodi,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Natu Kodi Curry,Natu Kodi,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Natu Kodi Biryani,Natu Kodi,300,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Prawns Fry,Prawn Items,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Loose Prawns,Prawn Items,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chilli Prawns,Prawn Items,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Prawns Curry,Prawn Items,270,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Prawns Biryani,Prawn Items,300,9:00 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Fish Fry (Bones),Fish Items,220,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Fish Roast (Bones),Fish Items,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Fish Curry (Bones),Fish Items,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Fish Fry (Boneless),Fish Items,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Apollo Fish (Boneless),Fish Items,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Fish Biryani (Boneless),Fish Items,300,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Palli Masala,Veg Snacks,100,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Green Peas Fry & Roast,Veg Snacks,100,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Green Peas Masala,Veg Snacks,100,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Alasanda Fry & Roast,Veg Snacks,100,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Alasanda Masala,Veg Snacks,100,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Finger Chips,Veg Snacks,100,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Sweet Corn,Veg Snacks,140,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Onion Pakodi,Veg Snacks,140,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Crispy Green Peas,Veg Snacks,140,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Gobi 65,Veg Snacks,180,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Gobi Manchuria,Veg Snacks,180,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chilli Manchuria,Veg Snacks,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Mushroom Fry,Veg Snacks,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Veg Manchuria,Veg Snacks,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chilli Paneer,Veg Snacks,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Paneer 65,Veg Snacks,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Veg Chakra,Veg Snacks,220,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Capsicum Fry & Pakodi,Veg Snacks,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Kaju Net Fry,Veg Snacks,240,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Omelette,Egg Items,60,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Egg Fry,Egg Items,100,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Egg Bhurji,Egg Items,100,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Egg Curry,Egg Items,120,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Egg Chilli,Egg Items,160,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Egg Biryani,Egg Items,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Tomato Curry,Veg Curry,90,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Palak Curry,Veg Curry,90,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Kaju Tomato Curry,Veg Curry,170,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Mushroom Curry,Veg Curry,190,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Kaju Curry,Veg Curry,220,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Veg Mixed Curry,Veg Curry,190,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Veg Maharani,Veg Curry,190,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Veg Puri,Veg Curry,190,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Paneer Butter Masala,Veg Curry,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Paneer Dal Veg Curry,Veg Curry,200,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Onion Raita,Rice Items,30,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,White Rice,Rice Items,70,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Curd Rice,Rice Items,100,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Special Curd Rice,Rice Items,120,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Jeera Rice,Rice Items,100,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Veg Fried Rice,Rice Items,130,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Egg Fried Rice,Rice Items,130,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Fried Rice (Bones),Rice Items,130,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Chicken Fried Rice (Boneless),Rice Items,210,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Kaju Fried Rice,Rice Items,210,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Kaju Biryani,Rice Items,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Mushroom Biryani,Rice Items,250,12:30 PM - 9:00 PM,7330947909
New Grand Neelima Family Restaurant,Veg Biryani,Rice Items,180,12:30 PM - 9:00 PM,7330947909
Sai Lakshmi Arya Vaishya Hotel,Meals,Meals,70,11:00 AM - 9:00 PM,7330947909
Sai Lakshmi Arya Vaishya Hotel,Meals,Meals,80,11:00 AM - 9:00 PM,7330947909
Sai Lakshmi Arya Vaishya Hotel,Meals,Meals,100,11:00 AM - 9:00 PM,7330947909
Sai Lakshmi Arya Vaishya Hotel,Meals,Meals,120,11:00 AM - 9:00 PM,7330947909
Sai Lakshmi Arya Vaishya Hotel,Pappu,Veg Curry,20,11:00 AM - 9:00 PM,7330947909
Sai Lakshmi Arya Vaishya Hotel,Sambar,Veg Curry,20,11:00 AM - 9:00 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Tomato Curry,Veg Curry,90,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Palak Curry,Veg Curry,90,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Cashew Tomato Curry,Veg Curry,170,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Mushroom Curry,Veg Curry,190,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Cashew Curry,Veg Curry,220,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Veg Mixed Curry,Veg Curry,190,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Veg Maharani,Veg Curry,190,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Veg & Puri,Veg Curry,190,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Paneer Butter Masala,Veg Curry,200,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Paneer Jal Fry Curry,Veg Curry,200,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Prawns Fry,Prawns Items,250,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Chilli Prawns,Prawns Items,250,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Loose Prawns,Prawns Items,250,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Prawns Curry,Prawns Items,250,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Prawns Biryani,Prawns Items,250,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Onion Rice,Rice Items,30,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",White Rice,Rice Items,70,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Curd Rice,Rice Items,70,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Special Curd Rice,Rice Items,100,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Jeera Rice,Rice Items,130,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Veg Fried Rice,Rice Items,130,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Egg Fried Rice,Rice Items,130,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Chicken Fried Rice (Bones),Rice Items,200,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Chicken Fried Rice (Boneless),Rice Items,210,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Kaju Fried Rice,Rice Items,210,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Cashew Biryani,Rice Items,250,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Mushroom Biryani,Rice Items,250,11:30 AM - 9:30 PM,7330947909
"Akshaya Garden & Family Restaurant A/C, Karampudi",Veg Biryani,Rice Items,200,11:30 AM - 9:30 PM,7330947909
KPD KITCHENS,Dum Biryani,Rice Items,160,11:30 AM - 9:30 PM,8639186035
KPD KITCHENS,Fry Piece Biryani,Rice Items,160,11:30 AM - 9:30 PM,8639186035